Gender,Age_Group,Country,Local-Foreign,Education_Level,Part_Full,Accomodation,Living,Buy_Food,no_Quality,no_Price,No_Serving_Size,No_Variety,No_Environment,No_from_Where,Home_Food_Prepare,Buy_Location,Days_buy,Eat_Time,Daily_Spend,Group_Eat,yes_Food,yes_Price,yes_size,yes_variety,yes_bev_Price,yes_bev_variety,yes_env,yes_ordering,yes_seat,yes_cs,name_dish,price_dish,three_words,W_Food,W_Env,W_Price,ord_system,comments
Female,15 - 24 Years,Brunei,Foreginer,Under Graduate,Full Time,Private,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria;From Home,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,1,3,1,1,1,1,1,1,1,Yes,No,expensive; hot; unexpected,unexpected,hot,expensive,Buffet system,The food portion sometimes are too little; the meat they give is little
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Working Professionals,Yes,,,,,,,Sometimes,ent4,1 - 2 days,Lunch,RM 10 - RM 15,Yes,4,4,1,3,4,3,3,1,3,3,Yes,Yes,tasty;fresh;healthy,"tasty, fresh, healthy",,,Buffet system,if the food is tasty;fresh and healthy i dont mind paying high price than normal
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,3,1,3,4,4,1,1,1,1,1,May be,No,Expensive crowded okay,okay,crowded,expensive,Buffet system,Improve food quality
Female,15 - 24 Years,Kazakhstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,Order Online;Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,4,1,4,1,1,4,5,1,3,Yes,Yes,poor variety; pricy; poorly sanitised ,poor variety,poorly sanitised,pricy,Buffet system,
Male,15 - 24 Years,South africa,Foreginer,Under Graduate,Full Time,Private,Alone,No,2,2,2,2,2,From Home,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Japan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,3,4,3,3,4,3,1,1,1,1,May be,No,it is okay,,it is okay,,Off the Menu,
Male,15 - 24 Years,Libya,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria;From Home;Order Online,1 - 2 days,Breakfast;Lunch,RM 8 - RM 10,Yes,3,1,3,1,1,1,1,4,4,1,Yes,Yes,It is good,,It is good,,Buffet system,
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast;Lunch,RM 8 - RM 10,Yes,1,1,4,3,3,3,4,4,3,3,No,No,unsatisfactory ,unsatisfactory ,,,Buffet system,
Female,15 - 24 Years,Eritrea,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,5,3,1,5,1,1,4,1,1,3,Yes,Yes,Unhealthy food; cleanliness,unhealthy,cleanliness,,Off the Menu,More healthy food
Male,15 - 24 Years,Bandladesh,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Snacks / Tea,RM 8 - RM 10,Yes,3,1,1,1,1,1,1,1,1,1,Yes,No,,,,,Off the Menu,
Female,15 - 24 Years,Libya,Foreginer,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,3,3,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,There are no words to describe it. Change food
Male,15 - 24 Years,Tanzania,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,1,1,3,3,1,4,3,3,3,3,Yes,May be,Depressing,,depressing,,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,5,5,4,4,3,3,4,1,1,3,Yes,Yes,insane; not worth; illogical,not worth,insane,illogical,Off the Menu,new campus
Male,15 - 24 Years,Sri Lanka,Foreginer,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,4,3,1,3,3,1,1,1,1,Yes,Yes,Environment is bad,,bad,,Buffet system,
Female,15 - 24 Years,Sri Lanka,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch;Snacks / Tea,RM 8 - RM 10,Yes,1,4,3,4,3,1,1,1,1,1,Yes,Yes,more vegetable foods,more vegetable food,,,Off the Menu,
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,3,4,4,3,3,3,3,3,3,3,Yes,Yes,affordable; crowded; less variety,less variety,crowded,affordable,Buffet system,
Male,25 - 30 Years,Yemen,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Enterprise 3,3 - 4 days,Lunch;Snacks / Tea,RM 8 - RM 10,Yes,1,1,1,1,1,1,3,3,3,1,Yes,May be,Same taste,same taste,,,Off the Menu,Something new every week atleast
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Don't take lunch at University,1 - 2 days,Breakfast,RM 10 - RM 15,Yes,3,1,1,3,4,5,4,4,3,3,Yes,Yes,not that delicious; hot and expensive,not that delicious,hot,expensive,Off the Menu,
Female,25 - 30 Years,Pakistan,Foreginer,Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch;Snacks / Tea,RM 5 - RM 7,Yes,3,1,1,1,3,3,1,3,4,1,Yes,Yes,Food  is not hot but environment is,not hot,hot,,Off the Menu,Improve
Male,15 - 24 Years,Pakistan,Foreginer,Graduate,Full Time,Private,With Students,No,3,3,2,3,2,From Home,,,,,,,,,,,,,,,,,,,,,,,Buffet system,concentrate on low price with taste
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;ent3,3 - 4 days,Breakfast;Snacks / Tea,RM 8 - RM 10,Yes,4,5,3,4,3,3,3,3,4,3,Yes,Yes,need improvement,,need improvement,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,No,3,3,3,3,2,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,environment is good but pricing is bad; please change the cafeteria
Male,15 - 24 Years,Kenya,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,3,3,4,4,3,3,3,1,5,3,May be,May be,good for food; so so normal,good,so so,normal,Buffet system,improve spicy food
Male,15 - 24 Years,Brunei,Foreginer,Under Graduate,Full Time,Parents,With Students,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,3,4,4,3,3,4,5,3,3,3,Yes,No,average; not quite like it; okay as a student,average,not quite like it,okay as student,Buffet system,if possible to let all the cafe to give more variety of food and keep the place clean and tidy
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;Order Online,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,3,3,3,1,3,1,3,3,4,Yes,Yes,Tasty; Reasonable; Clean. ,tasty,clean,reasonable,Buffet system,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Parents,With Students,No,3,2,3,3,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,friends,No,2,1,2,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,i want to open arab restourant
Female,35 - 44 Years,Iran,Foreginer,Graduate,Full Time,Private,Family / Parents,No,1,3,3,1,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,good luck in your studies
Male,15 - 24 Years,Libya,Foreginer,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,3,3,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,It's so bad
Female,15 - 24 Years,Tanzania,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,3,1,3,4,4,4,3,1,3,3,Yes,Yes,Delicious okay quite expensive,delicious,okay,quite expensive,Off the Menu,
Female,15 - 24 Years,China,Foreginer,Under Graduate,Full Time,Private,With Working Professionals,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,5,3,1,3,1,1,1,3,3,3,Yes,No,,,,,Off the Menu,
Male,15 - 24 Years,Yemen,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,4,3,4,3,3,3,3,3,3,May be,No,Food is okay,okay,,,Buffet system,Keep going
Male,15 - 24 Years,India,Foreginer,Diploma,Full Time,Private,With Students,No,2,2,2,2,2,Order Online,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Female,25 - 30 Years,India,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 10 - RM 15,No,1,1,1,1,1,1,3,1,3,1,Yes,Yes,,,,,Off the Menu,
Male,31 - 35 Years,China,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,3,1,1,1,1,1,3,3,3,3,May be,No,,,,,Off the Menu,
Male,35 - 44 Years,Malaysia,Local,Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,more than 4 days,Breakfast;Lunch;Snacks / Tea,RM 10 - RM 15,Yes,3,3,3,3,3,3,5,3,1,5,May be,May be,,,,,Buffet system,Cafeteria service needs a serious makeover..It's terrible. Not for for a world class university. Not at all
Female,15 - 24 Years,India,Foreginer,Under Graduate,Full Time,Private,With Students,No,1,1,3,1,1,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,25 - 30 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch;Snacks / Tea,RM 5 - RM 7,Yes,1,1,1,1,1,3,1,3,1,1,Yes,May be,Average,average,average,average,Buffet system,Room for improvement
Male,15 - 24 Years,Iran,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,3,1,1,3,3,3,3,3,4,3,No,May be,Same taste,same taste,,,Buffet system,
Male,15 - 24 Years,Brunei,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,Sometimes,Order Online,1 - 2 days,Snacks / Tea,RM 10 - RM 15,No,4,4,4,3,3,3,3,3,3,3,Yes,No,Unsatisfying; bad; average,unsatisfying,bad,average,Buffet system,
Male,15 - 24 Years,Iran,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,3,3,1,3,1,1,Yes,Yes,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,4,3,3,4,3,3,1,1,4,Yes,No,average; congested; expensive ,average,congested,expensive,Buffet system,must improve the environment; increase the food quality and lower the food price
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,3,4,4,4,3,3,1,3,Yes,Yes,dissatisfying; not clean; not affordable ,dissatisfying,not clean,not affordable,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,5,3,3,5,3,3,3,3,3,May be,May be,nice; affordable,nice,,affordable,Off the Menu,
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,1,1,1,4,1,3,4,3,1,3,Yes,May be,delicious; okay and affordable,delicious,okay,affordable,Buffet system,Good job; just help us to move to new campus
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,outside,1 - 2 days,Snacks / Tea,Less than RM 5,No,4,5,5,5,5,5,4,5,4,3,Yes,Yes,dissatisfying; uncomfortable; not affordable,dissatisfying,uncomfortable,not affordable,Off the Menu,please take action on that cafeteria and the workers there
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,ent 4/ ent 3,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,5,3,3,5,3,3,3,3,3,May be,May be,nice,nice,,,Off the Menu,no
Male,15 - 24 Years,Brunei,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,4,3,3,1,1,1,5,4,3,3,May be,May be,expensive; not very nice and uncomfortable,not very nice,uncomfortable,expensive,Buffet system,improve service; price and foods
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,3,4,3,4,3,3,5,3,Yes,Yes,salty; ok; little bit expensive,salty,okay,little bit expensive,Off the Menu,add the variety food and place
Female,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,4,3,3,4,4,3,3,3,4,3,Yes,Yes,please improve everything,please improve everything,please improve everything,please improve everything,Off the Menu,sometimes the food taste bad sometimes average but never okay
Female,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,3,3,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,serve other type of food not only for malaysians
Female,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,4,3,3,4,4,3,3,3,4,3,Yes,Yes,bad; small and hot; expensive,bad,small and hot,expensive,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,3,4,1,3,4,4,1,5,4,May be,No,alright; ok; reasonable,alright,ok ,reasonable,Off the Menu,the food is always finished by 2pm
Male,15 - 24 Years,Bandladesh,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,Yes,From Home,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,1,4,3,4,4,4,4,4,5,4,No,No,good;bad;high,good,bad,high,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Breakfast,RM 5 - RM 7,Yes,3,4,3,4,4,3,3,4,3,3,May be,No,expensive,,,expensive,Buffet system,the taste is not good
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,4,3,3,4,3,3,3,3,3,Yes,Yes,expensive,,,expensive,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,3,3,1,3,1,1,3,3,3,May be,May be,food does not taste good; price ok,not taste good,,ok,Buffet system,please avail more variety of food
Female,15 - 24 Years,Eritrea,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,Don't take lunch at University,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,5,5,5,5,5,4,5,4,4,4,May be,Yes,lack of variety,lack of variety,,,Off the Menu,please improve
Male,25 - 30 Years,Malaysia,Local,Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,3,1,3,1,1,Yes,Yes,Tasty good average,tasty,good ,average,Off the Menu,
Female,15 - 24 Years,Kazakhstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,3,1,1,3,3,3,3,3,4,3,May be,May be,Always local food,always local food,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;Don't take lunch at University,1 - 2 days,Breakfast,RM 8 - RM 10,No,4,5,4,4,4,3,4,4,5,5,Yes,Yes,could be better,could be better,,,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,Yes,1,4,1,3,1,1,4,1,1,3,No,Yes,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,1 - 2 days,Breakfast;Lunch,RM 5 - RM 7,Yes,1,4,4,1,3,1,1,1,3,3,Yes,No,Neat; overpriced; small,small,neat,overpricced,Buffet system,The pricing needs some fixing
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Don't take lunch at University,3 - 4 days,Breakfast;Lunch,RM 8 - RM 10,Yes,3,3,1,1,1,1,1,3,1,1,Yes,Yes,Manageable; appropriate; satisfying.,manageable,satisfying,appropriate,Off the Menu,Could be more hygienic.
Male,15 - 24 Years,Bandladesh,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,No,1,1,1,1,1,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Libya,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Breakfast,RM 5 - RM 7,No,1,1,1,1,1,1,1,1,1,1,Yes,No,,,,,Off the Menu,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,With Students,No,1,2,3,3,1,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,vietnam,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,Less than RM 5,Yes,3,4,4,3,4,4,1,3,3,3,May be,No,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,3,1,1,1,May be,No,Not up to expectation,,Not up to expectation,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,Parents,Family / Parents,No,2,2,2,3,1,Out side shop,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,1,1,3,1,3,1,3,1,1,1,Yes,Yes,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,more than 4 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,Yes,No,,,,,Off the Menu,
Female,15 - 24 Years,Krygyzstan,Foreginer,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,more than 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,1,1,1,1,1,4,3,3,3,No,No,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,2,2,2,2,2,From Home;Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop;Order Online,1 - 2 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,5,3,1,5,5,5,5,4,1,5,No,Guess,Expensive; less vibrant;,,less vibrant,expensive,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;Order Online,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,3,3,1,1,1,1,1,1,1,Yes,May be,,,,,Buffet system,
Female,25 - 30 Years,China,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,1,1,3,1,1,3,3,1,1,May be,Yes,,,,,Off the Menu,
Female,15 - 24 Years,China,Foreginer,Certificate Course,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Convenient Shop,1 - 2 days,Breakfast,RM 10 - RM 15,Yes,3,1,1,1,1,1,1,1,1,1,No,No,,,,,Off the Menu,
Female,15 - 24 Years,China,Foreginer,Certificate Course,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Yes,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,Yes,3,4,3,4,4,3,5,5,3,1,Yes,Yes,,,,,Buffet system,
Female,15 - 24 Years,China,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,No,1,1,1,1,1,1,1,1,1,1,May be,May be,,,,,Buffet system,
Male,15 - 24 Years,Bahrain,Foreginer,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,Convenient Shop,1 - 2 days,Snacks / Tea,RM 8 - RM 10,Yes,3,1,1,3,1,1,3,1,1,3,No,Yes,Smells so bad,,smells so bad,,Off the Menu,
Male,15 - 24 Years,Jordan,Foreginer,Foundation ,Full Time,Private,With Students,No,3,2,2,3,2,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Bandladesh,Foreginer,Foundation ,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Breakfast;Lunch,RM 10 - RM 15,Yes,1,3,1,1,3,1,1,1,1,1,No,May be,,,,,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,Private,With Working Professionals,No,3,3,3,3,2,Restorant,,,,,,,,,,,,,,,,,,,,,,,Buffet system,APU system is too good but tpm campus canteen not good and all Malay dishes so you focus the forieghner dishes and introduse
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,more than 4 days,Lunch,RM 10 - RM 15,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Guess,,,,,Buffet system,Nothing
Male,15 - 24 Years,Thailand,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,1,1,1,1,1,1,1,1,No,No,,,,,Buffet system,Nothing
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast,RM 8 - RM 10,Yes,1,5,3,3,1,1,3,3,1,1,Yes,No,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;From Home,more than 4 days,Breakfast;Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,3,1,3,3,1,3,1,3,3,No,Yes,Average,average,average,average,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Foundation ,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,No,1,3,1,1,3,1,3,4,1,1,Yes,Yes,Good;ok;reasonable,good,ok,reasonable,Off the Menu,Spicy food please.
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,3,3,1,3,1,1,4,1,1,Yes,No,They are great,great,great,great,Buffet system,I think the food price should be lower than before; especially in the main campus coz we're just student here
Male,15 - 24 Years,Brunei,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,1,3,3,1,4,3,1,3,1,3,Yes,No,Price is unconstant,,,unconstant,Buffet system,Got the Waiters to want the food.
Female,15 - 24 Years,Eritrea,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,1,3,1,3,3,1,1,1,Yes,Yes,Providing healthier food,healthier,,,Off the Menu,The environmmet of the cafeteria can be better
Female,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,Parents,Family / Parents,No,3,2,1,2,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Bandladesh,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,3,3,3,3,1,1,3,3,3,3,Yes,Yes,So so,so so,so so,so so,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,3 - 4 days,Snacks / Tea,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,,,,,Off the Menu,
